"id","name","description","location","address","phone","email","website","image_url","verified","price_range","status","badge","owner_id","slug","search_vector","created_at","updated_at","lat","lng","source","source_id","owner_verified","owner_verification_requested_at","owner_verification_method","owner_verification_notes","geo_point","primary_category_slug","category_raw","hours","last_activity_at","primary_subcategory_label","primary_subcategory_slug","is_system","is_hidden"
"02b3990e-5bb5-4fdb-b994-a95f8bb58328","Mama Roma","Mama Roma is a restaurant in Cape Town with a focus on fine dining.","Cape Town","","","","","","false","$$","active","","","","'cape':9B,20C 'dine':16B,19C 'fine':15B,18C 'fine-din':17C 'focus':13B 'mama':1A,3B 'restaur':7B 'roma':2A,4B 'town':10B,21C","2025-12-11 11:02:34.490223+00","2026-02-04 18:42:49.463293+00","-33.8936761","18.5063235","overpass","osm-node-303074922","false","","","","0101000020E61000003EB2B96A9E813240C15B7BFA63F240C0","food-drink","","","2025-12-11 11:45:34.275828+00","Fine Dining","restaurants","false","false"
"02b63cbb-9af2-4197-a18c-04f0241715fd","Deltec Batteries","Deltec Batteries is a electronics venue in Cape Town Ward 73. Batteries and inverters.","Main Road Service Road","59, Main Road Service Road, Cape Town, 7945","","","","","false","$$","active","","","","'batteri':2A,4B 'deltec':1A,3B 'electron':7B,17B,18C 'focus':15B 'main':9B,19C 'road':10B,12B,20C,22C 'servic':11B,21C","2025-12-11 12:00:17.719252+00","2026-02-04 18:42:49.463293+00","-34.0453981","18.4632792","overpass","osm-node-10768484207","false","","","","0101000020E6100000C3EA3477997632407866DD9ACF0541C0","shopping-lifestyle","","{""raw"":""Mo-Fr 08:00-17:00"",""friendly"":null}","2025-12-11 12:00:17.719252+00","Electronics","electronics","false","false"
"030be35c-ab62-4203-8b34-41bcadedbe90","Ster-Kinekor","Ster-Kinekor is a cinema in Dennedal. Public listing details may vary, so hours and services can change.","Cape Town","","","","","","false","$$","active","","","","'cape':11B,19C 'cinema':9B 'focus':15B 'kinekor':3A,6B 'ster':2A,5B 'ster-kinekor':1A,4B 'theater':17B,18C 'town':12B,20C","2025-12-11 11:56:31.622177+00","2026-02-04 18:42:49.463293+00","-34.0638242","18.4522157","overpass","osm-node-457549432","false","","","","0101000020E6100000DD3C7A68C4733240C0D831642B0841C0","experiences-entertainment","","","2025-12-11 11:56:31.622177+00","Theaters","cinemas","false","false"
"035dbb35-6a02-4819-a41c-81a4d0444f1b","Kloof Corner","Kloof Corner is a short and scenic hiking route on Table Mountain with panoramic city views.","Tafelberg Rd, iKapa, 8000","Tafelberg Rd, iKapa, 8000","","","","","false","$$","active","","","","'8000':7C 'corner':2A 'ikapa':6C 'kloof':1A 'miscellan':3B 'rd':5C 'tafelberg':4C","2026-02-06 12:42:53.539892+00","2026-02-06 12:52:10.971889+00","-33.9493293762207","18.3988761901855","foursquare","562120fa498ee2c4ec657ef5","false","","","","0101000020E6100000000000C01C663240000000A083F940C0","outdoors-adventure","Hiking Trail|Scenic Lookout","","2026-02-06 12:42:53.539892+00","Camping","camping","false","false"
"039e7c42-713c-4789-b8d2-8487da8d5fb1","Standard Bank","Standard Bank is a bank branch in Cape Town Ward 57. Public listing details may vary, so hours and services can change.","Cape Town","","","","","https://commons.wikimedia.org/wiki/Special:FilePath/Standardbank.jpg","false","$$","active","","","","'bank':2A,4B,7B 'cape':9B,20C 'financ':15B,18C 'finance-insur':17C 'focus':13B 'insur':16B,19C 'standard':1A,3B 'town':10B,21C","2025-12-11 11:48:57.073074+00","2026-02-04 18:42:49.463293+00","-33.9336115","18.5112398","overpass","osm-node-73584892","false","","","","0101000020E6100000E0698D9CE0823240B2D5E59480F740C0","miscellaneous","","","2025-12-11 11:48:57.073074+00","Finance & Insurance","miscellaneous","false","false"
"03a4b8f7-6e57-4ff6-949d-c85af7ee8291","Strandfontein Snake Park Statue","Strandfontein Snake Park Statue is a art galleries venue in Cape Town Ward 43. Public listing details may vary, so hours and services can change.","Cape Town","","","","","","false","$$","active","","","","'art':19B 'busi':11B 'cape':13B,22C 'focus':17B 'galleri':20B,21C 'park':3A,7B 'snake':2A,6B 'statu':4A,8B 'strandfontein':1A,5B 'town':14B,23C","2025-12-11 11:56:10.28898+00","2026-02-04 18:42:49.463293+00","-34.0720168","18.5713363","overpass","osm-node-6691735301","false","","","","0101000020E610000084848318439232409C61B4D8370941C0","arts-culture","","","2026-01-23 08:09:46.309156+00","Art Galleries","galleries","false","false"
"047188b7-86e7-4892-a25a-c5b49bcccf07","Steers","Steers is a fast-food restaurant in Burgundy Estate. Public listings include an official website and contact phone number.","Cape Town","Cape Town, 7441","+27 21 559 4450;+27 21 559 4451","","https://location.steers.co.za/total-richwood","","false","$","active","","","","'cape':8B,19C 'fast':5B,14B,17C 'fast-food':16C 'focus':12B 'food':6B,15B,18C 'steer':1A,2B 'town':9B,20C","2025-12-11 11:16:31.286293+00","2026-02-04 18:42:49.463293+00","-33.8371164","18.5445319","overpass","osm-node-269816225","false","","","","0101000020E6100000F5204E71668B3240FE7854A126EB40C0","miscellaneous","","{""raw"":""Mo-Su 09:00-22:00"",""friendly"":null}","2025-12-11 11:44:26.94379+00","Fast Food","miscellaneous","false","false"
"04c34ed2-6728-42c7-a501-027c003cb499","HK Computers","HK Computers is a electronics venue in Cape Town. Public listings include an official website and contact phone number.","Cape Town","","+2721 948 4635","","https://www.hkcomputers.co.za/","","false","$$","active","","","","'cape':9B,17C 'comput':2A,4B 'electron':7B,15B,16C 'focus':13B 'hk':1A,3B 'town':10B,18C","2025-12-11 12:00:06.903963+00","2026-02-04 18:42:49.463293+00","-33.9013745","18.625051","overpass","osm-node-4468809326","false","","","","0101000020E61000000455A35703A032406479573D60F340C0","shopping-lifestyle","","","2025-12-11 12:00:06.903963+00","Electronics","electronics","false","false"
"04f8c879-9b8b-4b8d-a09b-29472f8e244c","Time Square Cafe","Time Square Cafe is a bar in Cape Town with a focus on nightlife.","Cape Town","","","","","","false","$$","active","","","","'bar':9B 'cafe':3A,6B 'cape':11B,19C 'focus':15B 'nightlif':17B,18C 'squar':2A,5B 'time':1A,4B 'town':12B,20C","2025-12-11 11:09:53.853802+00","2026-02-04 18:42:49.463293+00","-33.893404","18.5059967","overpass","osm-node-303074716","false","","","","0101000020E61000004962EEFF88813240CB0EF10F5BF240C0","food-drink","","","2025-12-11 11:53:19.923283+00","Nightlife","bars","false","false"
"051e93d8-f4c5-471f-b903-0e99c2f79a11","Woolworths","Woolworths is a clothing retailer in Goodwood. Public listings include an official website and contact phone number.","Louwtjie Rothman Street","Louwtjie Rothman Street, Goodwood, 7460","+2721 596 3311","","https://www.woolworths.co.za/","https://commons.wikimedia.org/wiki/Special:FilePath/Woolworths%20Johannesburg.jpg","false","$$","active","","","","'busi':5B 'cloth':15B 'fashion':14B,16C 'focus':12B 'louwtji':7B,17C 'rothman':8B,18C 'street':9B,19C 'woolworth':1A,2B","2025-12-11 11:59:17.717094+00","2026-02-04 18:42:49.463293+00","-33.8909623","18.5593091","overpass","osm-node-1806073473","false","","","","0101000020E6100000EEDA94E12E8F3240063C7A0D0BF240C0","shopping-lifestyle","","","2026-01-23 08:09:46.309156+00","Fashion & Clothing","fashion","false","false"
"0520b2a9-bb33-4dc5-9a95-99242449fd9b","Valencia's Hair Salon","Valencia's Hair Salon is a hair salons venue in Cape Town. Public listings include a contact phone number.","Cape Town","","+27 215513027","","","","false","$$","active","","","","'cape':13B,22C 'focus':17B 'hair':3A,7B,19B 'salon':4A,8B,11B,20B,21C 'town':14B,23C 'valencia':1A,5B","2025-12-11 11:46:21.659421+00","2026-02-04 18:42:49.463293+00","-33.8874207","18.5230482","overpass","osm-node-2291484461","false","","","","0101000020E61000004F3BA17CE68532408F25620097F140C0","beauty-wellness","","","2025-12-11 11:46:21.659421+00","Hair Salons","salons","false","false"
"0594b99c-2b76-413e-8f7b-d981703da5ca","Vrygrond Library","Vrygrond Library is a bookstore in Cape Town with a focus on books & media.","Cape Town","","","","","","false","$$","active","","","","'book':15B,17C 'bookstor':7B 'cape':9B,18C 'focus':13B 'librari':2A,4B 'media':16B 'town':10B,19C 'vrygrond':1A,3B","2025-12-11 11:47:33.461232+00","2026-02-04 18:42:49.463293+00","-34.0831226","18.4838262","overpass","osm-node-1013120855","false","","","","0101000020E6100000ADF2A908DC7B32407D47E8C2A30A41C0","shopping-lifestyle","","","2025-12-11 12:01:32.544909+00","Books & Media","books","false","false"
"067dd83a-714a-407d-9354-70ab695ddb03","Devil's Peak Brewing Company Taproom","Devil's Peak Brewing Company Taproom is a pub in Cape Town. Public listings include an official website for more details.","Cape Town","","","","https://www.devilspeakbrewing.co.za/","","false","$$","active","","","","'bar':15B,23B,25C 'brew':4A,10B 'cape':17B,26C 'compani':5A,11B 'devil':1A,7B 'focus':21B 'peak':3A,9B 'pub':24B 'taproom':6A,12B 'town':18B,27C","2025-12-11 11:14:17.906102+00","2026-02-04 18:42:49.463293+00","-33.933829","18.4603896","overpass","osm-node-3816830346","false","","","","0101000020E6100000246BC317DC75324038876BB587F740C0","food-drink","","","2025-12-11 11:43:59.305396+00","Bars & Pubs","bars","false","false"
"069404ac-ab00-48d5-adaa-413c06986780","Nosiseko Preschool","Nosiseko Preschool is a business in Cape Town with a focus on childcare.","Cape Town","","","","","","false","$$","active","","","","'busi':7B 'cape':9B,17C 'childcar':15B,16C 'focus':13B 'nosiseko':1A,3B 'preschool':2A,4B 'town':10B,18C","2025-12-11 11:47:59.40376+00","2026-02-04 18:42:49.463293+00","-34.0220002","18.6641612","overpass","osm-node-6041534721","false","","","","0101000020E6100000A945E97706AA3240B3C00DE7D00241C0","family-pets","","","2026-01-23 08:09:46.309156+00","Childcare","childcare","false","false"
"06d030d2-43a3-4f5c-bebc-d3fb92e492b5","Fat Cactus","Fat Cactus is a restaurant in Cape Town Ward 115. Public listing details may vary, so hours and services can change.","Cape Town","","","","","","false","$$","active","","","","'bar':7B 'cactus':2A,4B 'cape':9B,17C 'cinema':15B,16C 'fat':1A,3B 'focus':13B 'town':10B,18C","2025-12-11 11:09:18.485865+00","2026-02-04 18:42:49.463293+00","-33.9482015","18.4791341","overpass","osm-node-38412085","false","","","","0101000020E6100000FDE54988A87A32405342B0AA5EF940C0","food-drink","","","2025-12-11 11:54:55.139381+00","Cinemas","restaurants","false","false"
"0730fb3b-088a-4718-93db-064afc3f5a22","Saint James Cafe","Saint James Cafe is a neighborhood cafe in Cape Town serving coffee and light meals.","iKapa","iKapa","","","","","false","$$","active","","","","'cafe':3A 'ikapa':5C 'jame':2A 'miscellan':4B 'saint':1A","2026-02-06 12:42:20.994352+00","2026-02-06 12:52:10.971889+00","-33.93835","18.468285","foursquare","57a8404fcd106ad94fc7ff06","false","","","","0101000020E610000016359886E1773240CE1951DA1BF840C0","food-drink","Caf?","","2026-02-06 12:42:20.994352+00","Cafes & Coffee","cafes","false","false"
"074d2a5a-f97a-4ebd-b854-5cf392b574c9","The Old Biscuit Mill","The Old Biscuit Mill is a Woodstock destination with markets, restaurants, design stores, and events.","375 Albert Rd (Mill St), Woodstock, 7925","375 Albert Rd (Mill St), Woodstock, 7925","+27 21 447 8194","","https://theoldbiscuitmill.co.za/","","false","$$","active","","","","'375':6C '7925':12C 'albert':7C 'biscuit':3A 'mill':4A,9C 'miscellan':5B 'old':2A 'rd':8C 'st':10C 'woodstock':11C","2026-02-06 12:43:24.47193+00","2026-02-06 12:52:09.845488+00","-33.9274971362842","18.4574150517974","foursquare","4b5a3b1bf964a52013b628e3","false","","","","0101000020E61000000B2B202719753240B1BCE539B8F640C0","miscellaneous","Market","","2026-02-06 12:43:24.47193+00","Events & Festivals","miscellaneous","false","false"
"07726f3a-24e4-419d-8037-ebbc8fa9ac4f","Bargain Books","Bargain Books is a bookstore in Cape Town. Public listing details may vary, so hours and services can change.","Cape Town","","","","","","false","$$","active","","","","'bargain':1A,3B 'book':2A,4B,15B,17C 'bookstor':7B 'cape':9B,18C 'focus':13B 'media':16B 'town':10B,19C","2025-12-11 12:01:43.894901+00","2026-02-04 18:42:49.463293+00","-33.8914994","18.5593264","overpass","osm-node-4467852572","false","","","","0101000020E610000017CAD303308F3240AAB3FFA61CF240C0","shopping-lifestyle","","","2025-12-11 12:01:43.894901+00","Books & Media","books","false","false"
"07788c2a-113a-481f-8a0a-f59e5cbd7adb","Meraki","Meraki is a comedy clubs venue in Cape Town. Public listing details may vary, so hours and services can change.","Cape Town","","","","","","false","$$","active","","","","'cape':7B,18C 'club':14B,17C 'comedi':13B,16C 'comedy-club':15C 'focus':11B 'meraki':1A,2B 'nightclub':5B 'town':8B,19C","2025-12-11 11:54:05.87143+00","2026-02-04 18:42:49.463293+00","-33.8294045","18.6505784","overpass","osm-node-4509628183","false","","","","0101000020E6100000E87B574E8CA63240DF5339ED29EA40C0","experiences-entertainment","","","2025-12-11 11:54:05.87143+00","Comedy Clubs","nightlife","false","false"
"077cdfaa-24df-4e3c-915e-5a2edb0aff9d","MTN","MTN is a electronics venue in Cape Town. Public listing details may vary, so hours and services can change.","Cape Town","","","","","https://commons.wikimedia.org/wiki/Special:FilePath/MTN%20Mast%20in%20kaduna%20state1.jpg","false","$$","active","","","","'cape':7B,15C 'electron':5B,13B,14C 'focus':11B 'mtn':1A,2B 'town':8B,16C","2025-12-11 12:00:09.360114+00","2026-02-04 18:42:49.463293+00","-34.0416268","18.5856435","overpass","osm-node-4847417434","false","","","","0101000020E61000006F9D7FBBEC9532408E51E806540541C0","shopping-lifestyle","","","2025-12-11 12:00:09.360114+00","Electronics","electronics","false","false"
"077eb95c-90e8-48bb-bd9d-e1e67cab8ed4","Mykonos Taverna","Mykonos Taverna is a long-running Greek restaurant in Sea Point, Cape Town.","Main Rd, iKapa, 8005","Main Rd, iKapa, 8005","+27 21 439 2106","","https://www.mykonostaverna.co.za/","","false","$$","active","","","","'8005':7C 'ikapa':6C 'main':4C 'miscellan':3B 'mykono':1A 'rd':5C 'taverna':2A","2026-02-06 12:42:14.064735+00","2026-02-06 12:52:09.845488+00","-33.9142730813439","18.3910717092917","foursquare","4d4327acb7a0a1cd5e7379f8","false","","","","0101000020E610000074CC89461D6432401EFE7BE606F540C0","food-drink","Greek Restaurant","","2026-02-06 12:42:14.064735+00","Fine Dining","restaurants","false","false"
"079db7c5-fad5-4442-9d7f-5c8098ea0105","UCT Library","UCT Library is a bookstore in Cape Town with a focus on books & media.","Cape Town","","","","","","false","$$","active","","","","'book':15B,17C 'bookstor':7B 'cape':9B,18C 'focus':13B 'librari':2A,4B 'media':16B 'town':10B,19C 'uct':1A,3B","2025-12-11 11:47:17.984432+00","2026-02-04 18:42:49.463293+00","-33.9574488","18.4604239","overpass","osm-node-25932720","false","","","","0101000020E6100000F9CB3857DE75324017CCA9AE8DFA40C0","shopping-lifestyle","","","2025-12-11 12:01:29.882083+00","Books & Media","books","false","false"
"07b5d434-58f0-4387-bec9-47175d9da3f6","Maclear's Beacon","Maclear's Beacon is a well-known Table Mountain summit marker reached via hiking routes.","iKapa","iKapa","","","","https://commons.wikimedia.org/wiki/Special:FilePath/Category%3AMaclear's%20Beacon","false","$$","active","","","","'beacon':3A 'ikapa':5C 'maclear':1A 'miscellan':4B","2026-02-06 12:42:53.539892+00","2026-02-06 12:52:10.971889+00","-33.966864","18.42556","foursquare","4e00823662843b639cf87134","false","","","","0101000020E61000005B7C0A80F16C324002D71533C2FB40C0","outdoors-adventure","Scenic Lookout|Mountain","","2026-02-06 12:42:53.539892+00","Camping","camping","false","false"
"0804c495-1539-4f99-a03e-c6f18f4536f6","Sunset Beach","Sunset Beach is a business in Cape Town with a focus on transport & travel.","Cape Town","","","","","","false","$$","active","","","","'beach':2A,4B 'busi':7B 'cape':9B,20C 'focus':13B 'sunset':1A,3B 'town':10B,21C 'transport':15B,18C 'transport-travel':17C 'travel':16B,19C","2025-12-11 11:48:46.284554+00","2026-02-04 18:42:49.463293+00","","","overpass","osm-way-251044782","false","","","","","miscellaneous","","","2026-01-23 08:09:46.309156+00","Transport & Travel","miscellaneous","false","false"
"092aa89f-68f2-4824-8e87-011f8afa888a","Honest Chocolate Caf?","Honest Chocolate Cafe is a Cape Town artisan chocolate cafe known for specialty drinks and desserts.","64a Wale Street, iKapa, 8000","64a Wale Street, iKapa, 8000","+27 76 765 8306","","https://honestchocolate.co.za/honest-chocolate-cafe/","","false","$$","active","","","","'64a':5C '8000':9C 'caf?':3A 'chocol':2A 'honest':1A 'ikapa':8C 'miscellan':4B 'street':7C 'wale':6C","2026-02-06 12:42:17.171317+00","2026-02-06 12:52:06.799815+00","-33.9227301170264","18.4171559858171","foursquare","54955dc0498e505982e2a598","false","","","","0101000020E61000004C6A14BCCA6A3240D3D43D051CF640C0","food-drink","Caf?","","2026-02-06 12:42:17.171317+00","Cafes & Coffee","cafes","false","false"
"09702f8c-828d-4137-b5bc-eb4e71b1e98f","Oblivion Wine Bar","Oblivion Wine Bar is a nightclub in Cape Town with a focus on comedy clubs.","Cape Town","","","","","","false","$$","active","","","","'bar':3A,6B 'cape':11B,22C 'club':18B,21C 'comedi':17B,20C 'comedy-club':19C 'focus':15B 'nightclub':9B 'oblivion':1A,4B 'town':12B,23C 'wine':2A,5B","2025-12-11 11:53:28.990198+00","2026-02-04 18:42:49.463293+00","-33.9845163","18.4776241","overpass","osm-node-616880100","false","","","","0101000020E61000000C48B192457A324081704FA104FE40C0","experiences-entertainment","","","2025-12-11 11:54:01.583168+00","Comedy Clubs","nightlife","false","false"
"09abc9c6-3d19-4826-94b3-9de9a019ba92","KFC","KFC is a fast-food restaurant in Cape Town Ward 115. Public listings include an official website and contact phone number.","Cape Town","52, Adderley street, Cape Town, 8001","+27 860 100 222","","https://order.kfc.co.za/restaurants/kfc-adderley-street/8001","https://commons.wikimedia.org/wiki/Special:FilePath/A%20modern%20KFC%20restaurant%20in%20Murphy%2C%20North%20Carolina.jpg","false","$","active","","","","'cape':8B,19C 'fast':5B,14B,17C 'fast-food':16C 'focus':12B 'food':6B,15B,18C 'kfc':1A,2B 'town':9B,20C","2025-12-11 11:17:53.057089+00","2026-02-04 18:42:49.463293+00","-33.9225594","18.4223914","overpass","osm-node-300289480","false","","","","0101000020E6100000951CC1D7216C324006CF296D16F640C0","food-drink","","{""raw"":""Mo-Sa 07:00-22:00; Su 08:00-21:00"",""friendly"":null}","2025-12-11 11:44:37.089963+00","Fast Food","fast-food","false","false"
"09d194de-fde7-4cfa-8823-4705885c0d9e","Surrey Estate Methodist","Surrey Estate Methodist is a business in Cape Town with a focus on childcare.","Cape Town","","","","","","false","$$","active","","","","'busi':9B 'cape':11B,19C 'childcar':17B,18C 'estat':2A,5B 'focus':15B 'methodist':3A,6B 'surrey':1A,4B 'town':12B,20C","2025-12-11 11:58:26.283629+00","2026-02-04 18:42:49.463293+00","-33.9702815","18.5448964","overpass","osm-node-9485527497","false","","","","0101000020E610000048B599547E8B3240F834272F32FC40C0","family-pets","","","2026-01-23 08:09:46.309156+00","Childcare","childcare","false","false"
"09f3db4e-6a04-48e4-becb-41c6b28148cd","Noag se arkie","Noag se arkie is a childcare venue in Welgelegen 2. Public listings include an official website for more details.","Welgelegen 2","39, General Jaap van Deventer Street, Welgelegen 2, 7500","","","https://www.noagsearkie.co.za/","","false","$$","active","","","","'2':12B,20C 'arki':3A,6B 'busi':9B 'childcar':17B,18C 'focus':15B 'noag':1A,4B 'se':2A,5B 'welgelegen':11B,19C","2025-12-11 11:47:46.303106+00","2026-02-04 18:42:49.463293+00","-33.8694934","18.5727457","overpass","osm-node-3033343537","false","","","","0101000020E6100000B46C52769F9232403F8B4A8F4BEF40C0","family-pets","","","2026-01-23 08:09:46.309156+00","Childcare","childcare","false","false"
"0a17e491-d37d-439b-9afe-68ab793c544e","SWELL","SWELL is a art galleries venue in Camps Bay. Public listings include an official website for more details.","Cape Town","","","","https://www.capeseat.co.za","","false","$$","active","","","","'art':13B 'busi':5B 'cape':7B,16C 'focus':11B 'galleri':14B,15C 'swell':1A,2B 'town':8B,17C","2025-12-11 11:56:04.840655+00","2026-02-04 18:42:49.463293+00","-33.9496794","18.3787642","overpass","osm-node-6226939816","false","","","","0101000020E610000046E5CBB0F6603240AB5736188FF940C0","arts-culture","","","2026-01-23 08:09:46.309156+00","Art Galleries","galleries","false","false"
